idx,source,model,question,reference,generated,latency_s,error,rouge1_f,rouge2_f,rougeL_f,bertscore_p,bertscore_r,bertscore_f1
94,drugbank-mechanism_of_action,QLoRA Llama-3.2,How does Hexaminolevulinate work?,"Hexaminolevulinate is an ester of the heme precursor, aminolevulinic acid. After bladder instillation, hexaminolevulinate enters the bladder mucosa and is proposed to enter the intracellular space of mucosal cells where it is used as a precursor in the formation of the photoactive intermediate protoporphyrin IX (PpIX) and other photoactive porphyrins (PAPs). PpIX and PAPs are reported to accumulate preferentially in neoplastic cells as compared to normal urothelium, partly due to altered enzymatic activity in the neoplastic cells. After excitation with light at wavelengths between 360 and 450 nm, PpIX and other PAPs return to a lower energy level by fluorescing, which can be detected and used for cystoscopic detection of lesions. The fluorescence from tumor tissue appears bright red and demarcated, whereas the background normal tissue appears dark blue. Similar processes may occur in inflamed cells.","Hexaminolevulinate is an organic peroxisome proliferator-activated receptor (PPAR) agonist that acts as a prodrug of the active metabolite, 6-methylhexaminonicotinic acid (HMN). Inhibiting the activity of bacterial enzymes involved in the degradation and transport of arachidonic acid, HMN is converted to 6-hexadiene-1-acetic acid. This process is mediated by bacterial cyclooxygenases that normally catalyze the formation of prostaglandins from arachidonic acid. The inhibition of this reaction prevents the formation of prostanoids and reduces the amount of metabolites available for conversion into active metabolites, such as 6-methylhexaminonitric acid (HMN). Hexaminolevulinate is also a potent inhibitor of cyclooxygenase-2 (COX-2), which is involved in the synthesis of prostaglandins and thromboxanes. The inhibition of COX-2 by hexaminolevulinate results in reduced production of prostanoids such as prostaglandin E2, thromboxane A2, prostacyclin D2, and prostaglandin F2α.

Hexaminolevulinate is also a potent inhibitor of inducible nitric oxide synthase (iNOS) that reduces the amount of nitric oxide produced by the inducible isoform. The inhibition of iNOS results in reduced production of pro-inflammatory nitric oxide, which contributes to the anti-inflammatory activity of hexaminolevulinate.",1.5403739000030328,,0.25705329153605017,0.050473186119873815,0.16300940438871472,0.8102026,0.8065361,0.8083652
95,drugbank-description,GPT-5.5,What is Phenylbutazone?,"A drug that has anti-inflammatory, antipyretic, and analgesic activities. It is especially effective in the treatment of ankylosing spondylitis. It also is useful in rheumatoid arthritis and Reiter&#39;s syndrome (investigational indication). Although phenylbutazone is effective in gouty arthritis, risk/benefit considerations indicate that this drug should not be employed for this disease. (From AMA Drug Evaluations Annual, 1994, p1822)","Phenylbutazone, often called “bute,” is a nonsteroidal anti-inflammatory drug (NSAID) with pain-relieving, anti-inflammatory, and fever-reducing effects. It works by inhibiting cyclooxygenase enzymes and reducing prostaglandin production.

It was once used in humans for conditions like arthritis, but it is now rarely or no longer used in many countries because of serious risks such as bone marrow suppression, aplastic anemia, gastrointestinal bleeding, and kidney problems. Today it is mainly known as a veterinary drug, especially for treating pain and inflammation in horses.",5.303749300015625,,0.31292517006802717,0.041379310344827586,0.20408163265306123,0.81448567,0.81231284,0.81339777
95,drugbank-description,QLoRA Qwen,What is Phenylbutazone?,"A drug that has anti-inflammatory, antipyretic, and analgesic activities. It is especially effective in the treatment of ankylosing spondylitis. It also is useful in rheumatoid arthritis and Reiter&#39;s syndrome (investigational indication). Although phenylbutazone is effective in gouty arthritis, risk/benefit considerations indicate that this drug should not be employed for this disease. (From AMA Drug Evaluations Annual, 1994, p1822)","Phenylbutazone is an anti-inflammatory and antipyretic drug that acts by inhibiting prostaglandin synthesis in inflammatory tissues. It has been used to treat arthritis, rheumatoid arthritis, osteoarthritis, menstrual disorders, postoperative pain, and fever. Phenylbutazone was developed in 1940s and is available as a non-steroidal anti-inflammatory drug (NSAID).",0.7964379999903031,,0.3603603603603604,0.07339449541284404,0.2162162162162162,0.85397464,0.81334937,0.833167
95,drugbank-description,QLoRA Llama-3.2,What is Phenylbutazone?,"A drug that has anti-inflammatory, antipyretic, and analgesic activities. It is especially effective in the treatment of ankylosing spondylitis. It also is useful in rheumatoid arthritis and Reiter&#39;s syndrome (investigational indication). Although phenylbutazone is effective in gouty arthritis, risk/benefit considerations indicate that this drug should not be employed for this disease. (From AMA Drug Evaluations Annual, 1994, p1822)","Phenylbutazone is a nonsteroidal anti-inflammatory drug (NSAID) that was previously used to treat rheumatoid arthritis and osteoarthritis. It has been largely replaced by other drugs with fewer side effects, such as [prednisolone] and [allopurinol]. Phenylbutazone was withdrawn from the US market in 1995 due to serious cardiovascular adverse reactions.",0.4618657999963034,,0.33928571428571425,0.07272727272727272,0.1607142857142857,0.8272437,0.8055316,0.8162433
96,drugbank-description,GPT-5.5,What is Betazole?,A histamine H2 agonist used clinically to test gastric secretory function.,"Betazole (also known as betazole hydrochloride or Histalog) is a histamine-like drug that stimulates the stomach to produce gastric acid. It acts mainly as a histamine H2 receptor agonist on stomach parietal cells.

It was formerly used in gastric acid secretion testing to help diagnose conditions such as low or absent stomach acid production, but it is rarely used today because newer diagnostic methods and medications have largely replaced it.",5.945786900003441,,0.19512195121951223,0.049999999999999996,0.14634146341463414,0.7733424,0.87153757,0.81950897
96,drugbank-description,QLoRA Qwen,What is Betazole?,A histamine H2 agonist used clinically to test gastric secretory function.,"Betazole was developed by Abbott Laboratories and withdrawn from the US market in 2008 due to its high risk of myocardial infarction (heart attack). It has been replaced with other antihypertensive agents, such as ACE inhibitors.",0.5700829999987036,,0.0425531914893617,0.0,0.0425531914893617,0.74915195,0.78775084,0.7679667
96,drugbank-description,QLoRA Llama-3.2,What is Betazole?,A histamine H2 agonist used clinically to test gastric secretory function.,"Betazole (also known as trimethylglycine) is an anticholinesterase inhibitor that was previously used to treat various gastrointestinal disorders and in the treatment of peptic ulceration. It has also been investigated for use in the management of irritable bowel syndrome (IBS). Betazole is a water-soluble, non-ionic compound with a molecular formula C5H10N2O3S.",0.4778626000043005,,0.09375,0.0,0.0625,0.7476919,0.8202564,0.782295
97,drugbank-mechanism_of_action,GPT-5.5,How does Desirudin work?,"Desirudin is a direct, highly selective thrombin inhibitor. Reversibly binds to the active thrombin site of free and clot-associated thrombin. Inhibits fibrin formation, activation of coagulation factors V, VII, and XIII, and thrombin-induced platelet aggregation resulting in a dose-dependent prolongation of the activated partial thromboplastin time (aPTT).","Desirudin is a recombinant form of hirudin that works as a direct thrombin inhibitor. It binds directly and almost irreversibly to thrombin, blocking thrombin’s ability to convert fibrinogen into fibrin, the key step in clot formation.

By inhibiting thrombin, desirudin also reduces thrombin-mediated activation of platelets and clotting factors such as V, VIII, and XIII. Its overall effect is anticoagulation, helping prevent pathologic blood clots such as deep vein thrombosis.",6.999835800001165,,0.45901639344262296,0.11666666666666667,0.29508196721311475,0.8371149,0.8531325,0.84504783
97,drugbank-mechanism_of_action,QLoRA Qwen,How does Desirudin work?,"Desirudin is a direct, highly selective thrombin inhibitor. Reversibly binds to the active thrombin site of free and clot-associated thrombin. Inhibits fibrin formation, activation of coagulation factors V, VII, and XIII, and thrombin-induced platelet aggregation resulting in a dose-dependent prolongation of the activated partial thromboplastin time (aPTT).",The mechanism of action of desirudin is through inhibition of thrombin activity and platelet aggregation.,0.5509140999929514,,0.36923076923076925,0.06349206349206349,0.24615384615384614,0.8625618,0.7996566,0.8299189
97,drugbank-mechanism_of_action,QLoRA Llama-3.2,How does Desirudin work?,"Desirudin is a direct, highly selective thrombin inhibitor. Reversibly binds to the active thrombin site of free and clot-associated thrombin. Inhibits fibrin formation, activation of coagulation factors V, VII, and XIII, and thrombin-induced platelet aggregation resulting in a dose-dependent prolongation of the activated partial thromboplastin time (aPTT).","Desirudin is a direct thrombin inhibitor that prevents the conversion of fibrinogen to fibrin by binding directly to thrombin. This inhibitory effect is independent of the presence of calcium ions and occurs in both prothrombin and fibrinogen. Inhibition of thrombin activity results in decreased thrombin generation, reduced thrombin-induced platelet aggregation, and a decrease in the formation of fibrin clots. Desirudin also inhibits the conversion of plasminogen to plasmin by plasminogen activators, which are necessary for fibrinolysis. Inhibition of plasmin activity results in decreased breakdown of fibrin clots.",0.6905454999941867,,0.463768115942029,0.1323529411764706,0.30434782608695654,0.8318217,0.83218455,0.83200306
