idx,source,model,question,reference,generated,rouge1_f,rouge2_f,rougeL_f,bertscore_p,bertscore_r,bertscore_f1,latency_s,accuracy,completeness,clarity,safety,rationale,judge_latency_s
8,drugbank-indication,QLoRA Qwen,What is Zuranolone used for?,Zuranolone is indicated for the treatment of postpartum depression (PPD) in adults.,"Zuranolone is indicated as an adjunct to therapy in patients with major depressive disorder (MDD) who are inadequately treated by standard antidepressants and require additional augmentation or maintenance treatment.

It is also used off-label for the prevention of postpartum depression.",0.3773584905660377,0.196078431372549,0.3018867924528301,0.8434416,0.9330753,0.88599724,0.6407349999935832,1.0,2.0,7.0,3.0,"The response is clear but factually incorrect because zuranolone is approved for postpartum depression in adults, not as adjunctive/maintenance treatment for MDD, and the off-label prevention claim is misleading.",1.943770299985772
8,drugbank-indication,QLoRA Llama-3.2,What is Zuranolone used for?,Zuranolone is indicated for the treatment of postpartum depression (PPD) in adults.,"Zuranolone is indicated as an adjunctive therapy in the treatment of moderate to severe pain associated with duodenal stenosis (stenos) due to chronic gastritis, particularly when gastric acid hypersecretion is present.",0.3255813953488372,0.1951219512195122,0.2790697674418604,0.8239374,0.90371186,0.8619829,0.2968652999843471,0.0,0.0,6.0,1.0,"The response is clear in wording but completely incorrect about zuranolone’s indication, which is postpartum depression in adults, making it misleading and potentially unsafe.",1.828469500003848
9,drugbank-side_effects,GPT-5.5,What are the side effects of Necitumumab?,"The poor safety profile of necitumumab has been one of the major limitations of its use. Rigorous monitoring of the following adverse events is recommended for the use of this drug: cardiopulmonary arrest, hypomagnesia, venous and arterial thromboembolic events, dermatologic toxicities, and infusion-related reactions. Due to observations of increased toxicity and mortality in treatment of non-squamous NSCLC, necitumumab is only recommended for the treatment of squamous NSCLC in combination with cisplatin and gemcitabine. Animal studies suggest potential embryo-fetal toxicity.","Necitumumab can commonly cause an acne-like rash or other skin reactions, itching, dry skin, diarrhea, nausea, vomiting, mouth sores, decreased appetite, weight loss, fatigue, and low magnesium levels. Low magnesium may occur with low calcium or potassium and can cause weakness, cramps, or heart rhythm problems.

More serious side effects include severe skin reactions, infusion-related reactions, blood clots such as deep vein thrombosis or pulmonary embolism, and serious cardiopulmonary events including cardiac arrest or sudden death. It can also worsen electrolyte abnormalities, so magnesium, potassium, and calcium are usually monitored during treatment.",0.1590909090909091,0.0229885057471264,0.0909090909090909,0.8166474,0.81047463,0.81354934,7.49323320001713,9.0,8.0,9.0,9.0,"Accurate and clear summary of major adverse effects and monitoring, but it omits the restriction to squamous NSCLC/non-squamous mortality concern and embryo-fetal toxicity.",1.663257700012764
9,drugbank-side_effects,QLoRA Qwen,What are the side effects of Necitumumab?,"The poor safety profile of necitumumab has been one of the major limitations of its use. Rigorous monitoring of the following adverse events is recommended for the use of this drug: cardiopulmonary arrest, hypomagnesia, venous and arterial thromboembolic events, dermatologic toxicities, and infusion-related reactions. Due to observations of increased toxicity and mortality in treatment of non-squamous NSCLC, necitumumab is only recommended for the treatment of squamous NSCLC in combination with cisplatin and gemcitabine. Animal studies suggest potential embryo-fetal toxicity.","The most common adverse reactions (incidence ≥5%) were fatigue and infusion-related reaction. There have been reports of fatal cardiac events associated with use of this drug, including ventricular arrhythmia, congestive heart failure, cardiogenic shock, myocardial infarction, pulmonary edema, pulmonary hemorrhage, and death.",0.24,0.0975609756097561,0.144,0.8495295,0.8144295,0.8316093,0.7359111999976449,6.0,3.0,8.0,6.0,"Clear and partly correct, but it omits several key boxed/major toxicities of necitumumab such as hypomagnesemia, thromboembolic events, dermatologic toxicity, and restricted use warning in non-squamous NSCLC.",2.150439999997616
9,drugbank-side_effects,QLoRA Llama-3.2,What are the side effects of Necitumumab?,"The poor safety profile of necitumumab has been one of the major limitations of its use. Rigorous monitoring of the following adverse events is recommended for the use of this drug: cardiopulmonary arrest, hypomagnesia, venous and arterial thromboembolic events, dermatologic toxicities, and infusion-related reactions. Due to observations of increased toxicity and mortality in treatment of non-squamous NSCLC, necitumumab is only recommended for the treatment of squamous NSCLC in combination with cisplatin and gemcitabine. Animal studies suggest potential embryo-fetal toxicity.","There is no information on necitumumab overdose in the literature. Patients experiencing an overdose may present with severe hypersensitivity reactions and/or infusion reactions, and patients should be treated accordingly. There is no specific antidote for a necitumumab overdose; however, supportive measures are recommended.",0.2063492063492063,0.0,0.1269841269841269,0.82113147,0.7976257,0.8092079,0.3462155000015627,1.0,0.0,6.0,3.0,"The response is clear but answers overdose management instead of the drug’s side effects, omitting the major known toxicities and key safety warnings.",3.6851119000057215
10,bioasq,GPT-5.5,Synostosis of which cranial structures are characteristic to the Mercedes Benz syndrome?,Synostosis of sagittal and lambdoid structures are characteristic to the Mercedes Benz syndrome.,Mercedes-Benz syndrome is characterized by premature synostosis of the sagittal suture and both lambdoid sutures. This creates a three-rayed pattern at the posterior skull resembling the Mercedes-Benz logo.,0.4090909090909091,0.1904761904761904,0.3636363636363636,0.8380467,0.89551747,0.86582947,14.831603099999484,10.0,10.0,10.0,10.0,"The candidate exactly identifies sagittal and bilateral lambdoid synostosis and adds a clear, correct explanation without any unsafe content.",1.795012899994617
10,bioasq,QLoRA Qwen,Synostosis of which cranial structures are characteristic to the Mercedes Benz syndrome?,Synostosis of sagittal and lambdoid structures are characteristic to the Mercedes Benz syndrome.,Mercedes-Benz syndrome is characterized by synostosis of the mandibular and coronal sutures with dislocation of the temporomandibular joint (TMJ).,0.4242424242424242,0.1935483870967742,0.2424242424242424,0.83972526,0.88088584,0.8598133,0.6188236000016332,0.0,0.0,7.0,3.0,"The response is clear but medically incorrect, naming mandibular and coronal sutures and TMJ dislocation instead of the characteristic sagittal and lambdoid synostosis.",1.751462399988668
10,bioasq,QLoRA Llama-3.2,Synostosis of which cranial structures are characteristic to the Mercedes Benz syndrome?,Synostosis of sagittal and lambdoid structures are characteristic to the Mercedes Benz syndrome.,"The Mercedes Benz syndrome is characterized by synostosis of the coronal and sagittal suturee. The coronal suture is most commonly affected, followed by the sagittal suture. Synostosis at these sutures can lead to craniosynostosis, which may be associated with an increased risk for neurologic complications in infants with this syndrome.",0.2857142857142857,0.1311475409836065,0.1587301587301587,0.82054365,0.8876157,0.8527628,0.4012173000082839,2.0,3.0,8.0,6.0,"Clear and readable, but it identifies the wrong sutures—coronal instead of the characteristic lambdoid involvement—making the core medical content inaccurate.",2.407582400017418
11,bioasq,GPT-5.5,What is the triple screening test performed during pregnancy measuring?,"Alpha-fetoprotein (AFP), human chorionic gonadotropin (hCG) and unconjugated estriol (uE3)","The triple screening test in pregnancy measures three substances in the mother’s blood:

Alpha-fetoprotein (AFP), human chorionic gonadotropin (hCG), and unconjugated estriol.

It is usually done in the second trimester to assess the risk of fetal conditions such as Down syndrome, trisomy 18, and neural tube defects.",0.3333333333333333,0.3103448275862069,0.3333333333333333,0.7983316,0.90361726,0.8477179,4.359755400015274,10.0,10.0,10.0,10.0,"Accurately names all three analytes and adds correct, safe context about timing and purpose in a clear way.",2.073149000003468
11,bioasq,QLoRA Qwen,What is the triple screening test performed during pregnancy measuring?,"Alpha-fetoprotein (AFP), human chorionic gonadotropin (hCG) and unconjugated estriol (uE3)","The triple screen test is performed during pregnancy measuring alpha-fetoprotein (AFP), estrogens and calcium. The results of this test are used to predict the risk of neural tube defects, chromosomal abnormalities and certain types of maternal diabetes such as gestational diabetes mellitus.",0.1481481481481481,0.0769230769230769,0.1481481481481481,0.77582264,0.83226323,0.8030524,0.821614500018768,2.0,3.0,7.0,4.0,"It is clearly written but medically incorrect because the triple screen measures AFP, hCG, and unconjugated estriol—not estrogens and calcium—and it incorrectly links the test to gestational diabetes screening.",1.8350627000036184
11,bioasq,QLoRA Llama-3.2,What is the triple screening test performed during pregnancy measuring?,"Alpha-fetoprotein (AFP), human chorionic gonadotropin (hCG) and unconjugated estriol (uE3)","The triple screen test measures the levels of alpha-fetoprotein (AFP), unconjugated bilirubin and human chorionic gonadotropin (hCG) in pregnant women at 15, 18 and 28 weeks of gestation. It is used to diagnose neural tube defects and to identify pregnancies at increased risk for chromosomal abnormalities such as trisomies 21, 18, 13, 16, 17 and 22.",0.2647058823529412,0.1515151515151515,0.2352941176470588,0.78119165,0.8835601,0.82922846,0.5766969000105746,3.0,5.0,7.0,2.0,"It correctly includes AFP and hCG but incorrectly substitutes unconjugated bilirubin for unconjugated estriol and gives misleading timing/diagnostic claims, reducing accuracy and safety.",1.9826288000040224
12,medquad,GPT-5.5,What are the symptoms of Persistence of mullerian derivatives with lymphangiectasia and postaxial polydactyly ?,"What are the signs and symptoms of Persistence of mullerian derivatives with lymphangiectasia and postaxial polydactyly? The Human Phenotype Ontology provides the following list of signs and symptoms for Persistence of mullerian derivatives with lymphangiectasia and postaxial polydactyly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cryptorchidism 90% Hepatic failure 90% Abnormality of the palate 50% Hypocalcemia 50% Long philtrum 50% Low-set, posteriorly rotated ears 50% Polyhydramnios 50% Short neck 50% Thickened nuchal skin fold 50% Underdeveloped supraorbital ridges 50% Abnormality of the intestine 7.5% Adducted thumb 7.5% Anteverted nares 7.5% Epicanthus 7.5% Hernia of the abdominal wall 7.5% Hypoplasia of penis 7.5% Kyphosis 7.5% Prominent metopic ridge 7.5% Renal hypoplasia/aplasia 7.5% Ventriculomegaly 7.5% Abdominal distention - Alveolar ridge overgrowth - Ascites - Autosomal recessive inheritance - Cleft palate - Death in infancy - Flat midface - Flat occiput - Hepatomegaly - High palate - Hydronephrosis - Hypertelorism - Hypertrichosis - Hypoproteinemia - Inguinal hernia - Low-set ears - Lymphedema - Malar flattening - Micropenis - Muscular hypotonia - Narrow chest - Pancreatic lymphangiectasis - Postaxial hand polydactyly - Prop","Symptoms/signs of **persistence of Müllerian derivatives with lymphangiectasia and postaxial polydactyly** typically include a combination of:

In **46,XY males**, there may be otherwise male external genitalia but internal **Müllerian structures** are present, such as a uterus and fallopian tubes. This can be associated with **undescended testes**, inguinal hernia, and later infertility.

**Lymphangiectasia** means abnormal dilation of lymph vessels, often causing **swelling/lymphedema**, protein loss, **low albumin**, diarrhea or poor growth if the intestines are involved, and sometimes increased susceptibility to infections. **Postaxial polydactyly** means an extra finger or toe on the outer side of the hand or foot, near the little finger or little toe.",0.2531645569620253,0.0764331210191082,0.1455696202531645,0.78818387,0.7712188,0.77960896,17.932646299974294,6.0,3.0,8.0,8.0,"Clear and mostly correct general descriptions, but it omits many key syndrome features from the reference such as hepatic failure, craniofacial anomalies, hypocalcemia, and other associated malformations.",1.880830900016008
